customerid,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
13675,173,2,486.82,2,3,3,233,Potential
15045,173,2,735.66,2,3,3,233,Potential
13678,173,1,232.60,2,1,1,211,Needs Attention
14552,173,1,164.22,2,1,1,211,Needs Attention
17126,174,5,962.75,2,4,4,244,Potential
18024,174,2,389.78,2,3,2,232,Potential
17787,174,4,1804.04,2,4,4,244,Potential
12648,176,1,318.05,2,2,2,222,Potential
13955,176,2,322.96,2,2,2,222,Potential
14264,176,2,333.97,2,2,2,222,Potential
14104,176,2,216.21,2,2,1,221,Needs Attention
16398,176,2,1705.80,2,3,4,234,Potential
16091,176,2,315.06,2,2,2,222,Potential
15920,176,4,167.50,2,4,1,241,Needs Attention
18037,176,6,70.02,2,5,1,251,Needs Attention
15182,176,2,622.85,2,3,3,233,Potential
14021,177,3,631.90,2,3,3,233,Potential
15512,177,2,121.00,2,2,1,221,Needs Attention
14459,177,1,1837.92,2,1,4,214,Needs Attention
13583,177,1,781.03,2,1,3,213,Needs Attention
13291,177,1,360.69,2,2,2,222,Potential
18013,177,2,187.29,2,2,1,221,Needs Attention
13699,177,1,308.58,2,2,2,222,Potential
13302,177,1,63.75,2,1,1,211,Needs Attention
14645,178,2,597.09,2,3,3,233,Potential
13253,178,2,1030.40,2,3,4,234,Potential
17440,178,3,186.42,2,4,1,241,Needs Attention
15889,178,2,412.93,2,3,2,232,Potential
12450,178,2,197.88,2,2,1,221,Needs Attention
12977,178,1,39.24,2,1,1,211,Needs Attention
17341,178,3,650.44,2,3,3,233,Potential
15334,178,3,347.77,2,4,2,242,Potential
16829,178,1,197.22,2,1,1,211,Needs Attention
16919,178,11,2592.25,2,5,5,255,Potential
13085,179,2,416.08,2,3,2,232,Potential
14905,179,2,616.15,2,3,3,233,Potential
12980,179,9,7374.90,2,5,5,255,Potential
14352,179,4,1043.56,2,4,4,244,Potential
13338,179,1,487.02,2,1,3,213,Needs Attention
16338,179,1,214.80,2,1,1,211,Needs Attention
18142,179,2,1019.52,2,3,4,234,Potential
16146,179,3,734.13,2,4,3,243,Potential
17046,179,1,642.02,2,1,3,213,Needs Attention
15646,179,3,447.64,2,3,2,232,Potential
18203,179,1,160.42,2,1,1,211,Needs Attention
16344,180,1,65.40,2,1,1,211,Needs Attention
17464,180,1,289.96,2,2,2,222,Potential
17765,180,3,329.38,2,3,2,232,Potential
15349,180,2,463.06,2,3,2,232,Potential
17939,181,1,99.14,2,2,1,221,Needs Attention
15007,181,1,156.91,2,1,1,211,Needs Attention
17899,181,1,150.40,2,1,1,211,Needs Attention
17105,181,2,665.78,2,3,3,233,Potential
13833,181,1,383.85,2,2,2,222,Potential
17781,181,2,188.02,2,2,1,221,Needs Attention
17123,183,1,345.30,2,2,2,222,Potential
16498,183,2,100.97,2,2,1,221,Needs Attention
17505,183,2,1145.84,2,3,4,234,Potential
14338,183,2,588.22,2,3,3,233,Potential
14016,183,4,4341.21,2,4,5,245,Potential
12922,183,1,405.38,2,1,2,212,Needs Attention
15483,183,4,219.83,2,4,1,241,Needs Attention
17891,184,1,203.86,2,1,1,211,Needs Attention
14267,184,3,1516.24,2,3,4,234,Potential
15578,184,1,127.10,2,1,1,211,Needs Attention
12424,184,2,1760.96,2,3,4,234,Potential
14803,184,3,790.35,2,4,3,243,Potential
13745,184,1,300.04,2,2,2,222,Potential
17408,185,1,32.65,2,2,1,221,Needs Attention
16801,185,4,1594.23,2,4,4,244,Potential
14327,185,1,311.65,2,2,2,222,Potential
16553,185,12,5719.82,2,5,5,255,Potential
15537,185,1,110.92,2,2,1,221,Needs Attention
17391,185,2,508.80,2,3,3,233,Potential
15146,186,2,1327.16,2,3,4,234,Potential
14481,186,2,636.51,2,3,3,233,Potential
16545,186,1,339.30,2,2,2,222,Potential
13656,186,2,379.65,2,3,2,232,Potential
14351,186,1,51.00,2,1,1,211,Needs Attention
16473,186,3,316.11,2,3,2,232,Potential
18193,187,1,243.76,2,1,1,211,Needs Attention
12493,187,2,433.74,2,3,2,232,Potential
17110,187,1,163.30,2,1,1,211,Needs Attention
13453,187,2,356.98,2,3,2,232,Potential
17980,187,3,811.45,2,3,3,233,Potential
15976,187,2,427.64,2,3,2,232,Potential
15644,188,4,793.87,2,4,3,243,Potential
17969,188,2,228.20,2,2,1,221,Needs Attention
12548,188,1,95.20,2,2,1,221,Needs Attention
14795,188,1,131.45,2,1,1,211,Needs Attention
15665,190,2,2222.21,2,3,5,235,Potential
17704,190,2,885.19,2,3,3,233,Potential
15258,190,2,623.16,2,3,3,233,Potential
13856,190,3,388.50,2,3,2,232,Potential
13937,191,1,158.85,2,1,1,211,Needs Attention
13300,191,1,371.89,2,2,2,222,Potential
17709,191,1,137.45,2,1,1,211,Needs Attention
16287,191,1,142.50,2,1,1,211,Needs Attention
15384,191,2,642.41,2,3,3,233,Potential
16647,191,2,214.06,2,2,1,221,Needs Attention
14656,191,2,283.35,2,2,2,222,Potential
15379,191,7,3703.29,2,5,5,255,Potential
13929,191,2,842.65,2,3,3,233,Potential
15130,191,1,330.11,2,2,2,222,Potential
17630,191,2,503.60,2,3,3,233,Potential
14584,191,4,1033.06,2,4,4,244,Potential
16114,192,1,135.75,2,1,1,211,Needs Attention
15041,192,1,179.93,2,1,1,211,Needs Attention
17877,192,1,237.61,2,1,1,211,Needs Attention
14643,192,2,693.81,2,3,3,233,Potential
16247,192,1,114.56,2,2,1,221,Needs Attention
16214,192,3,1062.75,2,4,4,244,Potential
14998,192,2,401.47,2,3,2,232,Potential
16526,193,1,290.36,2,2,2,222,Potential
17960,193,1,73.78,2,1,1,211,Needs Attention
15412,193,1,190.53,2,1,1,211,Needs Attention
15507,193,1,457.41,2,1,2,212,Needs Attention
15921,194,1,323.03,2,2,2,222,Potential
17897,194,3,527.71,2,3,3,233,Potential
15700,194,2,684.18,2,3,3,233,Potential
15076,194,1,880.85,2,1,3,213,Needs Attention
15389,194,1,500.00,2,1,3,213,Needs Attention
15016,194,1,170.04,2,1,1,211,Needs Attention
16320,194,2,1038.46,2,3,4,234,Potential
15280,194,1,113.12,2,2,1,221,Needs Attention
18260,194,6,2628.35,2,5,5,255,Potential
15825,194,1,532.94,2,1,3,213,Needs Attention
13618,195,1,177.34,2,1,1,211,Needs Attention
16484,195,2,404.30,2,3,2,232,Potential
18062,195,3,720.52,2,3,3,233,Potential
16805,195,2,460.59,2,3,2,232,Potential
17879,195,1,178.52,2,1,1,211,Needs Attention
12837,195,1,134.10,2,1,1,211,Needs Attention
15909,195,1,191.94,2,1,1,211,Needs Attention
17616,195,3,571.20,2,4,3,243,Potential
15535,195,4,499.15,2,4,3,243,Potential
16050,195,1,137.90,2,1,1,211,Needs Attention
14162,195,2,289.36,2,2,2,222,Potential
13005,195,2,513.70,2,3,3,233,Potential
13568,195,1,176.20,2,1,1,211,Needs Attention
17204,197,4,1564.56,2,4,4,244,Potential
14491,197,2,340.93,2,2,2,222,Potential
13951,198,3,674.45,2,3,3,233,Potential
15219,198,1,305.75,2,2,2,222,Potential
15585,198,1,455.30,2,1,2,212,Needs Attention
14037,198,2,147.20,2,2,1,221,Needs Attention
16739,198,1,323.00,2,2,2,222,Potential
16276,198,1,810.60,2,1,3,213,Needs Attention
17446,198,2,120.90,2,2,1,221,Needs Attention
16257,198,1,46.95,2,1,1,211,Needs Attention
18168,198,6,1155.04,2,5,4,254,Potential
12908,198,2,750.00,2,3,3,233,Potential
13826,198,1,189.50,2,1,1,211,Needs Attention
15574,199,4,647.86,2,4,3,243,Potential
16644,199,2,833.78,2,3,3,233,Potential
18165,199,1,302.46,2,2,2,222,Potential
14222,199,1,683.17,2,1,3,213,Needs Attention
12809,199,1,489.31,2,1,3,213,Needs Attention
16461,199,1,139.62,2,1,1,211,Needs Attention
17536,199,1,76.50,2,1,1,211,Needs Attention
13343,199,1,353.43,2,2,2,222,Potential
17179,200,3,711.79,2,3,3,233,Potential
17749,200,2,674.52,2,3,3,233,Potential
15912,200,2,264.62,2,2,2,222,Potential
13476,200,2,1238.47,2,3,4,234,Potential
14573,201,9,1627.17,2,5,4,254,Potential
15069,201,1,1109.53,2,2,4,224,Potential
12732,201,1,236.26,2,1,1,211,Needs Attention
13663,201,1,189.47,1,1,1,111,Needs Attention
17795,201,2,341.53,1,2,2,122,Needs Attention
13936,201,1,376.58,1,2,2,122,Needs Attention
13080,201,1,58.08,1,1,1,111,Needs Attention
17349,201,1,98.25,1,2,1,121,Needs Attention
18281,202,1,80.82,1,1,1,111,Needs Attention
14823,202,3,321.43,1,3,2,132,Needs Attention
14450,202,3,483.25,1,3,2,132,Needs Attention
16581,204,1,105.84,1,2,1,121,Needs Attention
16614,204,1,506.19,1,1,3,113,Needs Attention
15098,204,3,39916.50,1,4,5,145,Needs Attention
17234,204,1,149.89,1,1,1,111,Needs Attention
13686,204,1,72.00,1,1,1,111,Needs Attention
13533,204,3,266.11,1,3,2,132,Needs Attention
14231,205,3,925.71,1,3,3,133,Needs Attention
14501,205,2,251.21,1,2,2,122,Needs Attention
16113,205,1,161.38,1,1,1,111,Needs Attention
13811,205,3,814.50,1,3,3,133,Needs Attention
13900,205,3,740.95,1,3,3,133,Needs Attention
14241,205,1,213.70,1,1,1,111,Needs Attention
15780,205,3,475.28,1,4,2,142,Needs Attention
12383,206,5,1850.56,1,4,4,144,Needs Attention
17409,206,2,771.85,1,3,3,133,Needs Attention
15609,206,1,298.48,1,2,2,122,Needs Attention
14622,206,1,320.58,1,2,2,122,Needs Attention
13466,206,1,307.90,1,2,2,122,Needs Attention
16955,206,4,518.67,1,4,3,143,Needs Attention
16832,206,3,199.15,1,4,1,141,Needs Attention
17854,207,2,311.26,1,2,2,122,Needs Attention
17987,207,1,198.57,1,1,1,111,Needs Attention
18072,207,1,247.44,1,2,2,122,Needs Attention
13395,207,1,307.72,1,2,2,122,Needs Attention
17874,207,6,683.46,1,5,3,153,Needs Attention
14542,207,1,103.25,1,2,1,121,Needs Attention
17026,207,2,154.83,1,2,1,121,Needs Attention
17124,207,1,294.24,1,2,2,122,Needs Attention
12868,207,6,1607.06,1,5,4,154,Needs Attention
14375,207,1,216.08,1,1,1,111,Needs Attention
14867,207,3,710.28,1,3,3,133,Needs Attention
12891,207,3,331.00,1,4,2,142,Needs Attention
17707,207,2,152.40,1,2,1,121,Needs Attention
15386,208,1,394.14,1,2,2,122,Needs Attention
16611,208,1,117.04,1,2,1,121,Needs Attention
12802,208,1,427.58,1,1,2,112,Needs Attention
15852,208,2,160.71,1,2,1,121,Needs Attention
16520,208,3,1046.57,1,4,4,144,Needs Attention
16849,208,1,124.57,1,2,1,121,Needs Attention
14512,209,2,275.28,1,2,2,122,Needs Attention
16883,209,2,272.48,1,2,2,122,Needs Attention
12468,209,2,729.54,1,3,3,133,Needs Attention
16963,209,1,110.55,1,2,1,121,Needs Attention
17708,209,2,263.33,1,2,2,122,Needs Attention
14682,209,2,52.00,1,2,1,121,Needs Attention
13682,209,1,59.50,1,1,1,111,Needs Attention
13294,211,2,873.74,1,3,3,133,Needs Attention
12601,211,5,577.06,1,4,3,143,Needs Attention
16659,211,1,39.12,1,1,1,111,Needs Attention
15508,211,6,1000.27,1,5,4,154,Needs Attention
16117,211,1,232.21,1,1,1,111,Needs Attention
15405,211,1,349.10,1,2,2,122,Needs Attention
16230,211,2,542.03,1,3,3,133,Needs Attention
13885,211,2,506.80,1,3,3,133,Needs Attention
16967,211,1,319.02,1,2,2,122,Needs Attention
17531,212,1,296.70,1,2,2,122,Needs Attention
15918,212,2,328.33,1,2,2,122,Needs Attention
15658,212,5,1024.10,1,4,4,144,Needs Attention
17900,212,2,112.20,1,2,1,121,Needs Attention
14453,212,1,119.93,1,2,1,121,Needs Attention
16529,212,1,455.25,1,1,2,112,Needs Attention
16424,213,1,133.56,1,1,1,111,Needs Attention
15643,213,3,664.00,1,3,3,133,Needs Attention
17472,213,3,643.24,1,3,3,133,Needs Attention
14377,213,2,617.05,1,3,3,133,Needs Attention
13062,213,1,346.98,1,2,2,122,Needs Attention
13475,213,4,1431.78,1,4,4,144,Needs Attention
12790,214,1,324.92,1,2,2,122,Needs Attention
13398,214,1,457.34,1,1,2,112,Needs Attention
16810,214,1,309.54,1,2,2,122,Needs Attention
16483,214,1,139.35,1,1,1,111,Needs Attention
18190,214,2,284.46,1,2,2,122,Needs Attention
13070,214,1,228.80,1,1,1,111,Needs Attention
18231,214,5,1974.34,1,4,4,144,Needs Attention
17454,214,4,517.53,1,4,3,143,Needs Attention
12426,216,1,582.73,1,1,3,113,Needs Attention
15925,216,1,207.15,1,1,1,111,Needs Attention
17051,216,1,234.94,1,1,1,111,Needs Attention
16889,216,3,1577.72,1,3,4,134,Needs Attention
15897,216,2,203.64,1,2,1,121,Needs Attention
17152,216,3,1689.50,1,4,4,144,Needs Attention
16567,216,2,865.60,1,3,3,133,Needs Attention
14828,218,3,2139.76,1,4,5,145,Needs Attention
15104,218,2,993.54,1,3,4,134,Needs Attention
14625,218,2,899.63,1,3,3,133,Needs Attention
12999,218,3,455.88,1,3,2,132,Needs Attention
13135,218,1,3096.00,1,1,5,115,Needs Attention
16034,218,3,437.70,1,3,2,132,Needs Attention
14280,218,1,134.04,1,1,1,111,Needs Attention
16323,218,1,207.50,1,1,1,111,Needs Attention
16275,218,1,559.87,1,1,3,113,Needs Attention
16838,219,2,588.85,1,3,3,133,Needs Attention
12547,219,2,207.80,1,2,1,121,Needs Attention
17550,219,3,267.16,1,3,2,132,Needs Attention
14816,219,1,271.85,1,2,2,122,Needs Attention
16356,219,3,211.77,1,4,1,141,Needs Attention
14740,219,3,1448.21,1,3,4,134,Needs Attention
16449,219,2,707.69,1,3,3,133,Needs Attention
12974,219,1,144.80,1,1,1,111,Needs Attention
15882,220,4,516.36,1,4,3,143,Needs Attention
14705,220,1,179.00,1,1,1,111,Needs Attention
17770,220,5,1143.27,1,4,4,144,Needs Attention
17955,220,4,557.30,1,4,3,143,Needs Attention
14009,220,2,695.61,1,3,3,133,Needs Attention
14985,220,2,290.36,1,2,2,122,Needs Attention
16763,220,1,611.85,1,1,3,113,Needs Attention
16448,220,1,182.99,1,1,1,111,Needs Attention
15042,221,1,135.93,1,1,1,111,Needs Attention
17375,221,3,400.10,1,3,2,132,Needs Attention
18202,221,3,1396.99,1,3,4,134,Needs Attention
15314,221,1,327.97,1,2,2,122,Needs Attention
17715,222,1,326.40,1,2,2,122,Needs Attention
13339,222,1,860.12,1,1,3,113,Needs Attention
13223,222,2,163.20,1,2,1,121,Needs Attention
14817,222,2,1110.34,1,3,4,134,Needs Attention
13479,222,2,300.95,1,2,2,122,Needs Attention
13737,222,1,336.62,1,2,2,122,Needs Attention
15724,223,2,218.25,1,2,1,121,Needs Attention
15292,223,1,178.39,1,1,1,111,Needs Attention
15705,223,1,143.10,1,1,1,111,Needs Attention
14195,223,2,1012.00,1,3,4,134,Needs Attention
14647,223,1,224.15,1,1,1,111,Needs Attention
13227,223,1,257.70,1,2,2,122,Needs Attention
17176,223,1,306.13,1,2,2,122,Needs Attention
13391,225,1,59.80,1,1,1,111,Needs Attention
18048,225,2,172.29,1,2,1,121,Needs Attention
13243,225,1,583.42,1,1,3,113,Needs Attention
17455,225,1,131.70,1,1,1,111,Needs Attention
16226,225,3,255.12,1,4,2,142,Needs Attention
14442,226,2,1589.82,1,3,4,134,Needs Attention
13887,226,1,349.55,1,2,2,122,Needs Attention
17245,226,1,171.45,1,1,1,111,Needs Attention
17871,226,1,155.90,1,1,1,111,Needs Attention
13405,226,2,557.45,1,3,3,133,Needs Attention
12897,226,2,216.50,1,2,1,121,Needs Attention
15648,226,2,639.50,1,3,3,133,Needs Attention
14896,226,2,468.77,1,3,2,132,Needs Attention
12353,226,1,89.00,1,2,1,121,Needs Attention
14620,227,2,412.78,1,3,2,132,Needs Attention
13572,227,1,1375.40,1,2,4,124,Needs Attention
12690,227,1,389.01,1,2,2,122,Needs Attention
13659,227,2,1533.37,1,3,4,134,Needs Attention
17556,227,1,157.90,1,1,1,111,Needs Attention
13531,227,2,483.80,1,3,2,132,Needs Attention
14320,228,2,477.79,1,3,2,132,Needs Attention
13976,228,1,357.98,1,2,2,122,Needs Attention
17504,228,9,2997.03,1,5,5,155,Needs Attention
14489,229,1,463.38,1,1,2,112,Needs Attention
15813,229,2,1303.91,1,3,4,134,Needs Attention
14888,229,1,369.20,1,2,2,122,Needs Attention
17263,230,1,63.44,1,1,1,111,Needs Attention
14689,230,1,112.80,1,2,1,121,Needs Attention
15333,230,1,1028.56,1,2,4,124,Needs Attention
12770,232,1,1351.45,1,2,4,124,Needs Attention
14873,232,1,519.68,1,1,3,113,Needs Attention
12857,232,2,1106.40,1,3,4,134,Needs Attention
16244,233,2,1522.75,1,3,4,134,Needs Attention
17970,233,1,536.99,1,1,3,113,Needs Attention
16943,233,3,816.73,1,3,3,133,Needs Attention
12976,233,1,738.60,1,1,3,113,Needs Attention
13837,233,2,266.59,1,2,2,122,Needs Attention
16116,233,1,612.78,1,1,3,113,Needs Attention
16006,233,1,101.40,1,2,1,121,Needs Attention
14000,233,1,635.66,1,1,3,113,Needs Attention
14988,233,1,334.54,1,2,2,122,Needs Attention
12590,233,2,9864.26,1,3,5,135,Needs Attention
18218,233,2,641.92,1,3,3,133,Needs Attention
12625,233,2,2683.82,1,3,5,135,Needs Attention
15732,234,2,294.12,1,2,2,122,Needs Attention
18133,234,1,931.50,1,2,4,124,Needs Attention
17889,234,2,201.37,1,2,1,121,Needs Attention
13235,234,1,976.12,1,2,4,124,Needs Attention
15729,234,1,85.00,1,1,1,111,Needs Attention
15079,234,4,895.61,1,4,3,143,Needs Attention
13052,234,1,348.15,1,2,2,122,Needs Attention
14920,234,2,977.77,1,3,4,134,Needs Attention
17597,235,1,2044.37,1,1,4,114,Needs Attention
15433,235,2,533.30,1,3,3,133,Needs Attention
14288,235,1,426.60,1,1,2,112,Needs Attention
15381,235,2,596.85,1,3,3,133,Needs Attention
15063,235,1,370.80,1,2,2,122,Needs Attention
16306,235,6,632.27,1,5,3,153,Needs Attention
16431,235,3,577.29,1,4,3,143,Needs Attention
13990,235,1,311.30,1,2,2,122,Needs Attention
16756,236,1,239.40,1,1,1,111,Needs Attention
12888,236,2,354.12,1,2,2,122,Needs Attention
12355,236,1,459.40,1,1,2,112,Needs Attention
18120,236,1,111.15,1,2,1,121,Needs Attention
12821,236,1,92.72,1,2,1,121,Needs Attention
14699,236,1,109.13,1,2,1,121,Needs Attention
14161,237,3,1076.13,1,4,4,144,Needs Attention
13642,237,1,312.28,1,2,2,122,Needs Attention
14353,237,1,90.60,1,2,1,121,Needs Attention
13561,237,1,141.86,1,1,1,111,Needs Attention
15092,237,2,457.81,1,3,2,132,Needs Attention
17604,239,2,309.36,1,2,2,122,Needs Attention
18227,239,1,93.75,1,2,1,121,Needs Attention
17174,239,1,59.90,1,1,1,111,Needs Attention
13952,239,2,3251.07,1,3,5,135,Needs Attention
15235,239,12,2247.51,1,5,5,155,Needs Attention
12414,239,3,562.41,1,4,3,143,Needs Attention
13723,239,1,199.85,1,1,1,111,Needs Attention
15668,239,1,76.32,1,1,1,111,Needs Attention
15552,239,1,90.12,1,2,1,121,Needs Attention
16319,239,1,404.40,1,1,2,112,Needs Attention
18078,239,2,336.13,1,2,2,122,Needs Attention
16457,240,1,208.36,1,1,1,111,Needs Attention
17578,240,1,143.46,1,1,1,111,Needs Attention
18239,240,5,1561.61,1,4,4,144,Needs Attention
16109,240,2,611.88,1,3,3,133,Needs Attention
16990,240,1,179.00,1,1,1,111,Needs Attention
14423,240,1,265.20,1,2,2,122,Needs Attention
14199,240,1,185.40,1,1,1,111,Needs Attention
17849,240,4,605.80,1,4,3,143,Needs Attention
13762,240,1,306.72,1,2,2,122,Needs Attention
14340,240,1,134.70,1,1,1,111,Needs Attention
16714,240,3,1098.96,1,4,4,144,Needs Attention
15759,240,3,253.04,1,4,2,142,Needs Attention
13711,240,2,252.06,1,2,2,122,Needs Attention
14393,240,1,67.95,1,1,1,111,Needs Attention
17374,240,2,495.77,1,3,3,133,Needs Attention
14697,240,2,188.61,1,2,1,121,Needs Attention
16610,241,1,75.66,1,1,1,111,Needs Attention
17443,241,1,534.24,1,1,3,113,Needs Attention
13731,241,2,610.59,1,3,3,133,Needs Attention
14245,241,2,1693.45,1,3,4,134,Needs Attention
17394,241,1,203.87,1,1,1,111,Needs Attention
17646,241,3,1008.39,1,4,4,144,Needs Attention
14149,242,1,446.62,1,1,2,112,Needs Attention
17501,242,2,288.60,1,2,2,122,Needs Attention
16055,242,1,134.80,1,1,1,111,Needs Attention
16634,244,2,217.90,1,2,1,121,Needs Attention
14304,244,1,383.45,1,2,2,122,Needs Attention
17893,247,1,107.21,1,2,1,121,Needs Attention
15223,247,2,755.75,1,3,3,133,Needs Attention
14022,247,1,440.00,1,1,2,112,Needs Attention
17991,247,2,93.35,1,2,1,121,Needs Attention
14271,247,1,112.32,1,2,1,121,Needs Attention
15210,247,1,331.18,1,2,2,122,Needs Attention
16227,247,1,314.22,1,2,2,122,Needs Attention
13229,247,1,160.95,1,1,1,111,Needs Attention
15143,247,1,259.45,1,2,2,122,Needs Attention
15891,248,1,511.68,1,1,3,113,Needs Attention
16698,248,2,1998.00,1,3,4,134,Needs Attention
17187,248,1,203.95,1,1,1,111,Needs Attention
18220,248,1,305.28,1,2,2,122,Needs Attention
16965,248,1,201.19,1,1,1,111,Needs Attention
17670,249,1,205.70,1,1,1,111,Needs Attention
16834,249,1,413.46,1,1,2,112,Needs Attention
17277,249,2,1065.35,1,3,4,134,Needs Attention
18183,249,2,632.07,1,3,3,133,Needs Attention
16823,249,1,349.73,1,2,2,122,Needs Attention
12573,249,1,157.59,1,1,1,111,Needs Attention
16587,254,1,225.15,1,1,1,111,Needs Attention
16163,254,2,856.60,1,3,3,133,Needs Attention
17718,254,1,139.35,1,1,1,111,Needs Attention
13482,254,1,184.64,1,1,1,111,Needs Attention
12622,254,1,180.10,1,1,1,111,Needs Attention
14770,254,2,876.42,1,3,3,133,Needs Attention
12354,254,1,1079.40,1,2,4,124,Needs Attention
12506,254,1,73.50,1,1,1,111,Needs Attention
17548,255,1,103.30,1,2,1,121,Needs Attention
15517,255,1,267.03,1,2,2,122,Needs Attention
13485,255,1,454.24,1,1,2,112,Needs Attention
17120,255,1,307.46,1,2,2,122,Needs Attention
17946,255,2,146.63,1,2,1,121,Needs Attention
14148,255,1,157.20,1,1,1,111,Needs Attention
12585,256,2,2040.10,1,3,4,134,Needs Attention
17217,256,1,113.50,1,2,1,121,Needs Attention
14242,256,2,280.55,1,2,2,122,Needs Attention
15225,256,1,409.40,1,1,2,112,Needs Attention
15717,256,1,150.30,1,1,1,111,Needs Attention
14672,256,2,765.55,1,3,3,133,Needs Attention
13101,256,1,101.19,1,2,1,121,Needs Attention
12733,256,1,383.95,1,2,2,122,Needs Attention
18009,257,1,247.39,1,2,2,122,Needs Attention
12754,257,3,3010.74,1,4,5,145,Needs Attention
16947,257,1,406.48,1,1,2,112,Needs Attention
16617,257,1,151.85,1,1,1,111,Needs Attention
15749,257,3,44534.30,1,4,5,145,Needs Attention
16217,257,2,304.25,1,2,2,122,Needs Attention
18213,258,1,232.48,1,1,1,111,Needs Attention
13474,258,1,223.17,1,1,1,111,Needs Attention
17582,258,1,171.97,1,1,1,111,Needs Attention
16193,258,1,314.45,1,2,2,122,Needs Attention
14532,258,4,932.85,1,4,4,144,Needs Attention
17697,258,1,338.95,1,2,2,122,Needs Attention
17990,258,3,630.84,1,3,3,133,Needs Attention
12878,258,2,854.99,1,3,3,133,Needs Attention
15246,260,2,514.15,1,3,3,133,Needs Attention
17367,260,1,167.55,1,1,1,111,Needs Attention
13120,260,1,30.60,1,2,1,121,Needs Attention
12582,260,2,511.36,1,3,3,133,Needs Attention
12639,260,1,486.10,1,1,2,112,Needs Attention
12769,260,1,1143.60,1,2,4,124,Needs Attention
14105,261,1,1266.23,1,2,4,124,Needs Attention
14206,261,1,328.16,1,2,2,122,Needs Attention
15139,261,2,178.96,1,2,1,121,Needs Attention
15135,261,1,139.05,1,1,1,111,Needs Attention
15230,261,2,429.60,1,3,2,132,Needs Attention
17601,261,1,116.01,1,2,1,121,Needs Attention
16957,261,2,416.64,1,3,2,132,Needs Attention
17142,261,1,579.00,1,1,3,113,Needs Attention
17362,261,2,312.23,1,2,2,122,Needs Attention
14154,261,2,1345.62,1,3,4,134,Needs Attention
15935,261,2,416.86,1,3,2,132,Needs Attention
16097,262,1,185.05,1,1,1,111,Needs Attention
13221,262,2,847.41,1,3,3,133,Needs Attention
13740,262,1,350.75,1,2,2,122,Needs Attention
15147,262,1,623.50,1,1,3,113,Needs Attention
17746,262,1,110.25,1,2,1,121,Needs Attention
16697,263,1,110.50,1,2,1,121,Needs Attention
15212,263,1,101.80,1,2,1,121,Needs Attention
17972,263,1,135.19,1,1,1,111,Needs Attention
13484,263,1,313.80,1,2,2,122,Needs Attention
15777,263,4,1047.11,1,4,4,144,Needs Attention
17278,263,1,246.04,1,1,1,111,Needs Attention
14669,263,3,1247.46,1,3,4,134,Needs Attention
14311,264,1,310.26,1,2,2,122,Needs Attention
17574,264,1,185.65,1,1,1,111,Needs Attention
12982,264,1,390.54,1,2,2,122,Needs Attention
14326,264,1,183.85,1,1,1,111,Needs Attention
16552,264,2,379.73,1,3,2,132,Needs Attention
14616,264,3,406.08,1,3,2,132,Needs Attention
14339,264,1,309.52,1,2,2,122,Needs Attention
18129,265,1,109.60,1,2,1,121,Needs Attention
13508,265,1,110.97,1,2,1,121,Needs Attention
13570,265,1,239.49,1,1,1,111,Needs Attention
12447,265,1,476.49,1,1,2,112,Needs Attention
15655,265,1,560.67,1,1,3,113,Needs Attention
16643,267,1,487.51,1,1,3,113,Needs Attention
17035,267,2,433.53,1,3,2,132,Needs Attention
15775,267,1,104.90,1,2,1,121,Needs Attention
15109,267,1,484.95,1,1,2,112,Needs Attention
14924,267,1,310.05,1,2,2,122,Needs Attention
14619,267,1,394.44,1,2,2,122,Needs Attention
16010,267,3,381.61,1,4,2,142,Needs Attention
15119,267,1,266.40,1,2,2,122,Needs Attention
16623,267,1,129.45,1,1,1,111,Needs Attention
14465,268,3,1020.99,1,4,4,144,Needs Attention
13712,268,1,228.84,1,1,1,111,Needs Attention
14981,268,1,102.12,1,2,1,121,Needs Attention
12580,268,1,415.70,1,1,2,112,Needs Attention
13718,268,2,306.55,1,2,2,122,Needs Attention
16144,268,1,175.20,1,1,1,111,Needs Attention
16378,269,3,362.95,1,4,2,142,Needs Attention
17906,269,1,72.90,1,1,1,111,Needs Attention
14964,269,1,206.21,1,1,1,111,Needs Attention
14220,269,2,632.40,1,3,3,133,Needs Attention
17140,269,1,450.96,1,1,2,112,Needs Attention
13863,269,1,305.78,1,2,2,122,Needs Attention
15917,269,1,123.10,1,2,1,121,Needs Attention
16105,270,1,336.96,1,2,2,122,Needs Attention
17492,270,1,374.57,1,2,2,122,Needs Attention
15442,270,1,594.00,1,1,3,113,Needs Attention
16586,270,1,463.95,1,1,2,112,Needs Attention
13059,271,1,183.40,1,1,1,111,Needs Attention
14747,271,1,328.20,1,2,2,122,Needs Attention
16142,271,1,535.34,1,1,3,113,Needs Attention
18185,271,1,304.25,1,2,2,122,Needs Attention
17956,271,1,12.75,1,1,1,111,Needs Attention
13781,272,1,127.84,1,1,1,111,Needs Attention
13462,274,1,151.50,1,1,1,111,Needs Attention
14886,274,1,364.80,1,2,2,122,Needs Attention
17701,274,1,417.95,1,1,2,112,Needs Attention
13626,274,1,257.23,1,2,2,122,Needs Attention
16162,274,1,37.40,1,1,1,111,Needs Attention
13841,274,1,85.00,1,1,1,111,Needs Attention
17580,274,3,215.72,1,4,1,141,Needs Attention
