customerid,last_purchase_date,frequency,monetary,recency_days
14665,2011-10-10 09:14:00,5,1835.70,82
14666,2011-11-15 12:57:00,1,195.25,46
14667,2011-11-29 11:30:00,25,9131.02,32
14669,2011-04-12 11:43:00,3,1247.46,263
14670,2011-03-04 14:13:00,2,388.17,302
14672,2011-04-19 10:19:00,2,765.55,256
14673,2011-12-06 14:31:00,5,1736.40,25
14675,2011-11-23 12:58:00,1,555.21,38
14676,2011-11-08 13:29:00,6,2548.24,53
14680,2011-11-14 16:59:00,16,28754.11,47
14681,2011-09-29 15:52:00,3,498.95,93
14682,2011-06-05 12:12:00,2,52.00,209
14684,2011-11-14 11:33:00,5,1186.34,47
14687,2011-08-25 11:59:00,1,628.38,128
14688,2011-12-02 12:26:00,21,5568.70,29
14689,2011-05-15 11:22:00,1,112.80,230
14690,2011-10-26 15:39:00,2,355.05,66
14691,2011-11-09 12:30:00,5,2114.33,52
14692,2011-07-25 15:08:00,4,576.95,159
14693,2011-03-20 12:50:00,1,172.90,286
14696,2011-12-05 13:43:00,7,2078.95,26
14697,2011-05-05 15:39:00,2,188.61,240
14698,2011-12-08 12:26:00,5,1160.97,23
14699,2011-05-09 14:54:00,1,109.13,236
14700,2011-11-07 14:40:00,3,2180.35,54
14701,2011-11-29 12:38:00,9,2485.09,32
14702,2011-12-08 19:29:00,17,3251.79,23
14703,2011-11-25 09:23:00,1,318.17,36
14704,2011-11-28 12:51:00,9,1415.99,33
14705,2011-05-25 12:39:00,1,179.00,220
14708,2011-12-07 08:21:00,3,1126.37,24
14709,2011-11-24 15:41:00,13,4921.04,37
14710,2011-11-25 14:53:00,4,587.98,36
14711,2011-11-29 14:58:00,11,2830.83,32
14712,2011-11-10 12:59:00,3,917.07,51
14713,2011-11-30 16:26:00,11,2660.55,31
14714,2011-11-15 13:07:00,1,160.19,46
14715,2011-11-15 12:10:00,4,867.38,46
14716,2011-10-27 17:29:00,2,297.42,65
14719,2011-12-08 12:43:00,5,1533.19,23
14720,2011-12-04 12:02:00,3,663.81,27
14722,2011-07-15 14:58:00,1,180.42,169
14723,2011-11-29 15:23:00,6,1050.57,32
14725,2011-11-15 12:42:00,1,644.53,46
14727,2011-03-10 14:45:00,1,268.58,296
14729,2010-12-01 12:43:00,1,304.19,395
14730,2011-12-08 14:39:00,8,1838.42,23
14731,2011-10-23 15:54:00,3,376.72,69
14732,2011-12-01 14:34:00,8,2702.49,30
14733,2011-11-23 15:39:00,12,9585.91,38
14735,2011-12-06 12:09:00,32,6065.69,25
14737,2011-12-06 10:16:00,3,1164.55,25
14738,2011-10-28 08:56:00,7,1314.45,64
14739,2011-12-05 16:54:00,7,3902.28,26
14740,2011-05-26 18:17:00,3,1448.21,219
14741,2011-11-28 08:48:00,6,1400.34,33
14744,2011-11-23 12:51:00,7,1099.98,38
14745,2011-08-19 10:05:00,5,1220.26,134
14747,2011-04-04 14:09:00,1,328.20,271
14748,2011-11-10 18:33:00,5,1415.75,51
14752,2011-10-27 11:55:00,1,389.64,65
14753,2011-09-13 14:50:00,1,563.15,109
14754,2011-10-26 12:01:00,2,638.05,66
14755,2011-11-30 11:24:00,11,5010.28,31
14756,2011-11-24 18:13:00,1,738.96,37
14757,2011-09-25 14:36:00,1,420.50,97
14758,2011-07-18 08:21:00,4,1484.06,166
14759,2011-12-05 12:03:00,3,1625.97,26
14760,2011-02-15 16:27:00,1,89.20,319
14761,2011-10-12 12:10:00,2,255.90,80
14762,2011-03-21 08:20:00,1,300.52,285
14764,2011-10-24 11:54:00,1,278.30,68
14765,2011-11-10 19:53:00,3,254.11,51
14766,2011-12-01 16:05:00,6,2473.37,30
14768,2011-11-22 12:54:00,2,192.60,39
14769,2011-12-07 10:24:00,8,10217.73,24
14770,2011-04-21 14:21:00,2,876.42,254
14772,2011-08-19 15:04:00,1,139.26,134
14775,2011-10-12 15:27:00,3,1011.90,80
14776,2011-10-19 15:34:00,11,2538.30,73
14778,2011-08-04 15:23:00,2,730.86,149
14779,2011-03-04 12:42:00,3,386.15,302
14780,2011-10-16 12:46:00,2,447.68,76
14782,2011-01-24 11:12:00,1,200.10,341
14784,2011-11-13 13:30:00,2,289.99,48
14785,2011-11-29 13:21:00,2,77.40,32
14788,2011-12-02 17:06:00,2,679.44,29
14789,2011-11-11 08:59:00,1,197.64,50
14790,2011-11-23 09:28:00,4,745.06,38
14792,2011-10-07 09:19:00,1,6.20,85
14793,2011-11-18 14:50:00,1,228.99,43
14794,2011-12-07 10:11:00,7,1319.91,24
14795,2011-06-26 13:04:00,1,131.45,188
14796,2011-12-08 15:31:00,17,7801.34,23
14798,2011-10-18 10:58:00,3,173.74,74
14799,2011-10-19 16:16:00,1,157.70,73
14800,2011-10-23 12:46:00,12,4322.02,69
14801,2011-10-09 15:24:00,1,186.84,83
14803,2011-06-30 13:58:00,3,790.35,184
14804,2011-12-01 11:20:00,1,353.27,30
14805,2011-11-24 16:20:00,4,546.40,37
14806,2011-09-25 15:32:00,1,193.39,97
14808,2011-10-31 12:21:00,8,2692.08,61
14810,2011-10-30 11:19:00,11,2064.88,62
14813,2010-12-05 11:57:00,2,131.78,391
14815,2011-11-03 11:36:00,2,778.50,58
14816,2011-05-26 13:16:00,1,271.85,219
14817,2011-05-23 13:35:00,2,1110.34,222
14818,2011-09-27 11:01:00,3,657.80,95
14819,2011-10-06 13:41:00,2,272.07,86
14820,2011-11-18 15:41:00,4,507.29,43
14821,2010-12-08 08:43:00,1,48.80,388
14823,2011-06-12 13:12:00,3,321.43,202
14824,2011-11-29 14:20:00,4,1127.71,32
14825,2011-12-06 11:38:00,12,2210.36,25
14828,2011-05-27 10:16:00,3,2139.76,218
14829,2011-11-10 16:16:00,4,697.55,51
14830,2011-10-17 14:29:00,1,188.88,75
14834,2011-11-22 10:30:00,6,1720.30,39
14836,2011-11-29 16:45:00,3,102.45,32
14837,2011-09-11 10:58:00,4,1649.50,111
14840,2011-03-17 12:00:00,1,62.85,289
14841,2011-10-17 15:03:00,6,3295.76,75
14842,2011-10-27 12:37:00,4,2824.69,65
14844,2011-10-07 10:41:00,4,3189.81,85
14847,2011-07-14 10:52:00,1,309.40,170
14849,2011-11-18 10:58:00,25,7930.54,43
14850,2011-02-01 11:21:00,1,325.75,333
14851,2011-11-16 14:20:00,2,511.35,45
14852,2011-10-12 13:20:00,6,2836.69,80
14853,2011-11-15 16:56:00,2,475.80,46
14854,2011-09-22 17:00:00,7,2740.03,100
14855,2011-08-12 14:02:00,2,645.65,141
14856,2011-11-03 14:53:00,3,1290.53,58
14857,2011-10-11 09:23:00,2,1173.12,81
14859,2011-11-27 11:18:00,4,1353.74,34
14860,2011-11-20 14:17:00,1,170.32,41
14861,2011-10-18 12:54:00,1,125.79,74
14862,2011-11-14 10:01:00,2,841.20,47
14863,2011-11-10 15:04:00,1,266.76,51
14865,2011-12-02 16:25:00,2,52.20,29
14866,2011-11-29 11:45:00,12,14389.90,32
14867,2011-06-07 11:39:00,3,710.28,207
14868,2011-12-06 14:49:00,8,2953.59,25
14869,2011-12-01 12:36:00,2,720.20,30
14870,2011-03-23 10:51:00,1,327.25,283
14871,2011-12-06 13:42:00,4,499.63,25
14873,2011-05-13 13:52:00,1,519.68,232
14875,2011-08-24 12:20:00,2,1465.32,129
14878,2011-11-27 11:15:00,9,1472.77,34
14880,2011-09-23 13:42:00,3,690.59,99
14881,2011-11-20 11:06:00,1,255.40,41
14882,2011-11-13 12:47:00,2,589.70,48
14883,2011-11-21 10:23:00,6,761.59,40
14885,2011-07-31 12:05:00,1,765.32,153
14886,2011-04-01 08:56:00,1,364.80,274
14887,2011-09-21 15:32:00,1,1862.00,101
14888,2011-05-16 14:58:00,1,369.20,229
14889,2011-01-07 15:19:00,1,135.90,358
14890,2011-03-31 11:57:00,1,125.65,275
14891,2011-07-14 18:08:00,2,554.38,170
14893,2011-11-30 12:31:00,2,1237.85,31
14894,2011-09-15 13:51:00,1,655.75,107
14895,2011-12-02 09:23:00,20,11138.71,29
14896,2011-05-19 10:20:00,2,468.77,226
14897,2011-12-02 10:32:00,4,1366.38,29
14898,2011-11-16 14:54:00,6,1202.65,45
14901,2011-11-28 17:09:00,9,1409.49,33
14902,2011-11-14 10:34:00,1,332.66,47
14903,2011-11-18 16:07:00,5,2783.88,43
14904,2011-12-07 12:55:00,2,1025.44,24
14905,2011-07-05 12:41:00,2,616.15,179
14907,2011-12-06 14:14:00,7,3501.10,25
14908,2011-09-26 12:56:00,1,277.80,96
14910,2011-12-07 10:06:00,4,434.35,24
14911,2011-12-08 15:54:00,201,143711.17,23
14912,2011-11-23 09:20:00,2,867.85,38
14913,2011-11-04 08:29:00,4,1227.43,57
14915,2011-09-09 13:34:00,2,307.48,113
14916,2011-09-30 09:20:00,4,1268.98,92
14918,2011-08-16 11:50:00,2,1610.15,137
14920,2011-05-11 10:32:00,2,977.77,234
14921,2011-11-09 13:17:00,2,1316.07,52
14923,2011-10-20 11:51:00,1,749.10,72
14924,2011-04-08 09:25:00,1,310.05,267
14929,2011-11-07 17:21:00,1,223.88,54
14930,2011-08-23 10:31:00,3,2362.96,130
14931,2011-12-05 10:19:00,5,1257.68,26
14932,2010-12-09 11:48:00,1,363.53,387
14934,2011-09-19 10:10:00,2,1890.94,103
14935,2011-02-15 14:44:00,1,1784.71,319
14936,2011-11-06 10:30:00,8,8137.02,55
14937,2011-10-14 12:29:00,3,1621.88,78
14944,2011-11-10 09:10:00,12,5900.25,51
14946,2011-11-25 13:33:00,1,100.90,36
14947,2011-09-28 15:48:00,2,290.82,94
14948,2011-11-16 17:16:00,6,1101.97,45
14950,2011-11-20 13:48:00,1,371.20,41
14951,2011-09-21 15:15:00,1,311.69,101
14952,2011-10-11 10:33:00,11,8099.49,81
14953,2011-11-14 14:59:00,1,285.67,47
14954,2011-11-27 14:30:00,1,268.10,34
14957,2011-03-31 17:59:00,1,58.49,275
14958,2011-07-15 14:20:00,3,483.73,169
14959,2011-10-06 18:23:00,4,694.17,86
14960,2011-12-01 12:54:00,2,200.73,30
14961,2011-11-29 09:42:00,9,7044.68,32
14962,2011-03-14 09:42:00,1,126.70,292
14963,2011-11-30 12:16:00,5,1419.43,31
14964,2011-04-06 14:13:00,1,206.21,269
14965,2011-09-04 13:20:00,2,592.19,118
14966,2011-11-25 12:20:00,1,180.52,36
14967,2011-10-21 11:06:00,1,463.80,71
14968,2011-11-09 13:58:00,1,147.59,52
14970,2011-10-02 13:44:00,4,1592.06,90
14971,2011-11-04 17:07:00,3,1088.83,57
14972,2011-08-03 14:54:00,1,114.77,150
14973,2011-08-24 15:51:00,3,1314.45,129
14974,2011-11-02 13:01:00,1,89.94,59
14975,2011-10-13 14:08:00,1,279.94,79
14976,2011-10-13 16:37:00,7,790.86,79
14978,2011-09-28 13:07:00,5,1917.62,94
14981,2011-04-07 13:45:00,1,102.12,268
14984,2011-11-20 14:28:00,2,202.37,41
14985,2011-05-25 14:29:00,2,290.36,220
14987,2011-11-24 09:59:00,2,326.40,37
14988,2011-05-12 12:05:00,1,334.54,233
14995,2011-11-01 11:39:00,2,231.98,60
14997,2011-10-24 13:28:00,3,546.20,68
14998,2011-06-22 17:30:00,2,401.47,192
15000,2011-10-23 11:42:00,1,488.82,69
15002,2011-08-16 10:44:00,4,1619.66,137
15004,2011-07-15 14:05:00,1,1220.77,169
15005,2011-11-24 12:25:00,28,6266.51,37
15006,2011-10-19 15:08:00,1,455.90,73
15007,2011-07-03 16:00:00,1,156.91,181
15009,2011-11-27 13:35:00,3,1257.73,34
15010,2011-11-04 12:42:00,1,308.94,57
15012,2011-10-17 12:22:00,2,379.60,75
15014,2011-10-27 20:07:00,2,219.72,65
15016,2011-06-20 12:06:00,1,170.04,194
15017,2011-11-06 10:33:00,1,125.58,55
15018,2011-11-01 12:47:00,3,496.21,60
15019,2011-03-18 12:35:00,1,243.91,288
15021,2011-12-01 11:53:00,9,1829.56,30
15022,2011-11-28 12:35:00,4,795.24,33
15023,2011-12-06 17:23:00,11,6649.90,25
15024,2011-11-30 12:06:00,10,1621.73,31
15025,2011-11-06 15:20:00,1,359.46,55
15026,2011-09-20 13:52:00,3,469.00,102
15027,2011-11-09 10:16:00,4,1036.25,52
15028,2011-12-01 14:06:00,4,625.88,30
15030,2011-09-29 10:50:00,2,518.28,93
15031,2011-12-05 14:19:00,4,653.19,26
15032,2011-03-28 15:03:00,3,4955.80,278
15033,2011-12-05 12:40:00,10,2465.66,26
15034,2011-11-24 12:11:00,8,4273.61,37
15035,2011-09-11 11:08:00,1,248.98,111
15036,2011-09-28 15:42:00,3,423.21,94
15038,2011-10-12 11:33:00,6,678.99,80
15039,2011-11-30 11:31:00,47,19633.08,31
15041,2011-06-22 16:16:00,1,179.93,192
15042,2011-05-24 16:25:00,1,135.93,221
15043,2011-11-08 14:26:00,1,537.00,53
15044,2011-11-20 13:20:00,17,7496.90,41
15045,2011-07-11 11:33:00,2,735.66,173
15046,2011-11-30 15:50:00,15,5087.92,31
15047,2011-03-15 10:49:00,1,343.62,291
15048,2011-10-05 14:55:00,4,381.00,87
15049,2011-03-11 12:13:00,1,121.17,295
15050,2011-11-14 16:17:00,3,1632.61,47
15051,2011-11-16 15:38:00,3,1372.41,45
15052,2011-01-24 15:52:00,1,201.83,341
15053,2011-12-05 12:08:00,3,673.01,26
15054,2011-11-27 15:02:00,2,301.39,34
15057,2011-03-09 15:17:00,2,1489.50,297
15058,2011-11-14 14:57:00,11,2046.18,47
15059,2011-10-30 11:35:00,9,1326.89,62
15060,2011-12-01 13:47:00,4,291.36,30
15061,2011-12-06 12:06:00,48,54534.14,25
15062,2011-09-29 16:51:00,4,987.86,93
15063,2011-05-10 13:25:00,1,370.80,235
15065,2011-11-02 09:45:00,4,3158.13,59
15066,2011-10-17 13:25:00,1,893.59,75
15067,2011-09-22 13:20:00,3,1744.76,100
15068,2011-10-24 14:47:00,2,553.36,68
15069,2011-06-13 14:16:00,1,1109.53,201
15070,2010-12-02 11:23:00,1,106.20,394
15071,2011-09-07 11:43:00,2,982.07,115
15073,2011-11-30 10:44:00,3,1043.41,31
15074,2011-08-26 14:45:00,1,735.67,127
15075,2011-09-23 12:27:00,1,773.03,99
15076,2011-06-20 08:23:00,1,880.85,194
15078,2011-12-02 15:41:00,32,9743.11,29
15079,2011-05-11 12:45:00,4,895.61,234
15081,2011-11-17 17:08:00,5,504.80,44
15083,2011-03-28 12:18:00,1,88.20,278
15087,2011-03-03 10:34:00,1,306.94,303
15088,2011-11-18 13:14:00,2,1160.07,43
15089,2011-11-29 16:31:00,6,2420.84,32
15090,2011-02-04 14:03:00,1,381.32,330
15091,2011-10-03 12:47:00,1,480.71,89
15092,2011-05-08 14:10:00,2,457.81,237
15093,2011-11-21 13:09:00,6,4597.02,40
15095,2011-08-28 12:01:00,4,1370.60,125
15096,2011-10-28 10:27:00,1,219.39,64
15097,2011-12-05 14:03:00,1,248.08,26
15098,2011-06-10 15:33:00,3,39916.50,204
15099,2011-09-16 13:13:00,1,410.48,106
15100,2011-01-10 10:35:00,3,876.00,355
15101,2011-12-01 10:18:00,2,317.53,30
15103,2011-11-08 14:53:00,2,703.36,53
15104,2011-05-27 12:29:00,2,993.54,218
15105,2011-11-21 16:54:00,7,2298.93,40
15106,2011-11-22 09:16:00,5,1422.52,39
15107,2011-02-01 14:46:00,6,319.50,333
15108,2011-07-21 10:24:00,4,1300.25,163
15109,2011-04-08 09:58:00,1,484.95,267
15110,2011-11-16 11:16:00,4,996.10,45
15111,2011-11-10 16:58:00,3,1567.48,51
15113,2011-11-30 08:23:00,3,3452.73,31
15114,2011-11-09 15:05:00,10,2760.56,52
15115,2011-11-21 14:59:00,1,340.11,40
15116,2011-11-22 12:25:00,4,1352.75,39
15117,2011-11-25 08:12:00,5,1551.78,36
15118,2011-07-28 14:54:00,1,244.80,156
15119,2011-04-08 09:08:00,1,266.40,267
15120,2011-07-29 09:48:00,1,358.82,155
15121,2011-10-20 14:51:00,2,457.72,72
15122,2011-08-17 16:48:00,3,1633.78,136
15123,2011-12-02 13:12:00,2,2199.31,29
15124,2011-11-17 10:09:00,2,184.19,44
15125,2011-11-14 13:57:00,15,11528.48,47
15127,2011-10-05 10:30:00,1,406.53,87
15128,2011-10-10 13:54:00,4,1471.00,82
15129,2011-10-20 14:40:00,11,3447.40,72
15130,2011-06-23 10:15:00,1,330.11,191
15132,2011-11-21 17:10:00,5,977.93,40
15133,2011-08-04 10:44:00,3,982.42,149
15134,2011-11-25 08:55:00,8,1387.99,36
15135,2011-04-14 19:16:00,1,139.05,261
15136,2011-12-07 12:26:00,4,1286.70,24
15139,2011-04-14 11:39:00,2,178.96,261
15140,2011-10-18 14:07:00,7,2354.25,74
15142,2011-10-24 12:51:00,1,498.74,68
15143,2011-04-28 12:03:00,1,259.45,247
15144,2011-12-01 15:12:00,17,6580.44,30
15145,2011-12-05 17:21:00,4,1194.73,26
15146,2011-06-28 12:09:00,2,1327.16,186
15147,2011-04-13 15:57:00,1,623.50,262
15148,2011-11-29 08:21:00,1,301.29,32
15149,2011-07-29 10:58:00,1,520.80,155
15150,2011-11-22 12:52:00,10,5291.33,39
15152,2011-11-30 12:32:00,13,4745.69,31
15153,2011-11-08 17:09:00,1,329.25,53
15154,2011-09-25 16:05:00,1,241.18,97
15156,2011-12-08 18:22:00,3,961.49,23
15157,2011-12-06 11:28:00,3,1936.07,25
15158,2011-10-25 13:53:00,1,401.40,67
15159,2011-12-08 12:05:00,30,18641.01,23
15160,2010-12-17 14:15:00,1,158.16,379
15163,2011-11-21 13:10:00,2,304.47,40
15164,2011-10-02 12:05:00,3,809.41,90
15165,2010-12-01 14:03:00,1,487.75,395
15167,2011-01-23 12:41:00,1,158.80,342
15168,2011-11-14 11:26:00,1,106.56,47
15171,2011-01-12 15:36:00,1,1289.50,353
15172,2011-12-01 11:51:00,5,1624.05,30
15174,2011-01-21 09:06:00,1,135.75,344
15175,2011-09-29 11:31:00,1,224.14,93
15178,2011-03-24 15:12:00,1,40.50,282
15179,2011-11-21 12:53:00,5,2206.95,40
15180,2010-12-07 14:57:00,1,87.50,389
15181,2011-10-04 13:58:00,3,689.48,88
15182,2011-07-08 13:37:00,2,622.85,176
15184,2011-11-10 13:41:00,2,402.20,51
15185,2011-09-30 14:06:00,1,310.62,92
15186,2011-11-25 14:58:00,2,411.41,36
15187,2011-12-08 11:56:00,16,4777.18,23
15189,2011-12-08 13:22:00,41,16225.39,23
15192,2011-08-12 11:41:00,3,1044.32,141
15193,2011-10-10 08:23:00,1,499.32,82
15194,2011-12-06 15:10:00,15,7616.53,25
15195,2011-12-07 12:20:00,1,3861.00,24
15197,2011-11-29 10:00:00,3,1079.61,32
15198,2011-09-08 14:42:00,2,193.64,114
15199,2011-10-11 15:12:00,4,1268.70,81
15201,2011-09-13 14:53:00,5,1236.54,109
15203,2011-11-14 08:16:00,6,1827.80,47
15204,2010-12-17 13:49:00,1,316.58,379
15205,2011-09-15 19:36:00,2,653.24,107
15206,2011-11-29 13:41:00,4,420.30,32
15208,2011-12-08 17:24:00,5,870.12,23
15210,2011-04-28 16:11:00,1,331.18,247
15211,2011-10-10 13:31:00,2,894.41,82
15212,2011-04-12 13:45:00,1,101.80,263
15213,2011-01-25 12:21:00,2,328.35,340
15214,2011-12-08 12:07:00,8,1661.44,23
15215,2011-10-24 11:41:00,3,734.94,68
15216,2011-09-13 11:41:00,1,96.60,109
15218,2011-11-29 11:48:00,11,5747.77,32
15219,2011-06-16 16:57:00,1,305.75,198
15220,2011-10-19 12:39:00,6,1778.96,73
15221,2010-12-08 13:08:00,1,403.25,388
15222,2011-01-25 08:03:00,1,585.00,340
15223,2011-04-28 11:31:00,2,755.75,247
15224,2010-12-16 15:02:00,2,322.08,380
15225,2011-04-19 14:51:00,1,409.40,256
15226,2011-02-02 11:41:00,1,154.41,332
15227,2011-11-03 11:59:00,5,1219.40,58
15228,2011-10-04 13:56:00,4,3386.71,88
15230,2011-04-14 14:39:00,2,429.60,261
15232,2011-08-18 16:27:00,2,612.06,135
15234,2011-03-08 08:53:00,1,197.00,298
15235,2011-05-06 09:44:00,12,2247.51,239
15236,2011-02-14 10:52:00,1,321.05,320
15237,2011-12-08 09:46:00,4,1412.32,23
15238,2011-11-10 14:28:00,3,1071.99,51
15239,2011-11-29 14:14:00,2,780.59,32
15240,2011-10-26 09:50:00,5,1706.57,66
15241,2011-10-04 09:05:00,8,1756.44,88
15243,2011-09-26 14:12:00,1,316.68,96
15244,2011-10-05 13:19:00,2,631.57,87
15245,2011-07-28 18:56:00,3,2515.84,156
15246,2011-04-15 14:45:00,2,514.15,260
15247,2011-08-09 12:52:00,1,356.00,144
15249,2011-11-08 11:45:00,13,6688.46,53
15251,2011-11-30 15:02:00,11,10484.99,31
15252,2011-11-03 13:30:00,2,740.78,58
15253,2011-11-23 16:22:00,5,918.20,38
15254,2011-08-04 15:04:00,1,300.36,149
15255,2011-10-04 12:43:00,1,890.85,88
15256,2011-07-14 11:47:00,1,98.45,170
15257,2011-03-01 12:58:00,1,317.15,305
15258,2011-06-24 12:30:00,2,623.16,190
15260,2011-08-31 13:55:00,7,1810.77,122
15261,2011-07-27 15:20:00,1,254.82,157
15262,2011-01-20 12:16:00,1,178.95,345
15263,2011-08-25 10:26:00,1,156.51,128
15264,2011-10-06 13:49:00,1,393.74,86
15265,2011-07-11 14:46:00,2,1506.12,173
15266,2011-01-05 13:40:00,1,119.30,360
15267,2011-11-17 15:59:00,5,1717.36,44
15269,2011-11-16 09:32:00,1,408.80,45
15270,2011-11-24 09:24:00,7,2379.49,37
15271,2011-12-02 14:11:00,15,2471.10,29
15272,2011-10-13 12:59:00,2,721.94,79
15274,2011-12-05 16:57:00,2,716.57,26
15275,2011-11-02 11:20:00,1,615.14,59
15276,2011-10-04 16:39:00,1,128.63,88
15277,2011-10-24 10:08:00,1,255.90,68
15279,2010-12-20 10:48:00,1,290.51,376
15280,2011-06-20 17:14:00,1,113.12,194
15281,2011-10-12 09:10:00,9,2332.15,80
15286,2011-10-21 11:08:00,1,240.55,71
15287,2011-11-17 15:34:00,2,486.69,44
15288,2011-10-27 16:58:00,5,2306.52,65
15289,2011-11-10 13:49:00,3,939.78,51
15290,2011-12-05 11:39:00,18,7943.22,26
15291,2011-11-14 11:02:00,15,4668.30,47
15292,2011-05-22 15:00:00,1,178.39,223
15296,2011-10-20 11:47:00,6,3672.86,72
15297,2011-11-29 16:32:00,3,641.94,32
15298,2011-12-07 17:17:00,12,4799.90,24
15299,2011-10-03 14:19:00,7,4507.01,89
15300,2011-10-06 17:08:00,1,496.44,86
15301,2011-10-20 09:57:00,12,5049.95,72
15303,2011-02-22 13:59:00,1,574.02,312
15304,2011-10-10 10:23:00,8,694.40,82
15306,2011-10-06 12:56:00,3,1174.35,86
15307,2011-09-05 11:38:00,1,205.30,117
15308,2011-03-10 13:08:00,1,310.47,296
15311,2011-12-09 12:00:00,91,60595.78,22
15312,2011-09-25 13:10:00,4,924.85,97
15313,2011-08-21 16:02:00,1,52.00,132
15314,2011-05-24 14:39:00,1,327.97,221
15315,2011-10-06 12:51:00,2,570.50,86
15316,2011-01-17 11:34:00,1,165.00,348
15318,2011-12-06 11:30:00,1,312.62,25
15319,2011-03-01 12:48:00,1,204.50,305
15320,2011-10-26 13:27:00,1,267.13,66
15321,2011-09-30 09:40:00,3,2748.31,92
15322,2011-09-15 09:34:00,1,679.68,107
15325,2011-08-28 11:55:00,1,155.14,125
15326,2011-01-10 11:38:00,1,311.71,355
15327,2011-10-18 11:55:00,1,208.75,74
15329,2011-10-31 15:36:00,3,1049.70,61
15330,2011-11-07 17:50:00,2,714.96,54
15332,2010-12-08 14:43:00,4,1661.06,388
15333,2011-05-15 13:27:00,1,1028.56,230
15334,2011-07-06 11:22:00,3,347.77,178
15335,2011-10-17 12:50:00,1,168.97,75
15339,2011-10-04 12:51:00,2,560.42,88
15341,2011-09-20 09:40:00,1,2020.52,102
15342,2011-08-02 10:19:00,1,406.09,151
15343,2011-09-13 13:55:00,1,364.50,109
15344,2011-12-09 10:45:00,3,563.94,22
15345,2011-10-25 11:28:00,1,393.54,67
15346,2011-01-11 11:18:00,1,252.42,354
15347,2010-12-08 15:25:00,1,201.60,388
15348,2011-09-28 13:17:00,1,158.04,94
15349,2011-07-04 16:06:00,2,463.06,180
15350,2010-12-01 13:33:00,1,115.65,395
15351,2011-11-27 12:52:00,7,1916.94,34
15353,2011-03-30 12:15:00,2,768.87,276
15355,2011-11-10 13:44:00,2,277.05,51
15356,2011-11-08 13:11:00,10,2683.75,53
15358,2011-12-05 09:04:00,22,8347.20,26
15360,2011-10-31 09:35:00,1,427.93,61
15361,2010-12-13 09:52:00,1,418.92,383
15363,2010-12-02 12:28:00,1,326.00,394
15364,2011-09-05 09:46:00,2,913.19,117
15365,2011-11-14 08:29:00,7,2314.32,47
15366,2011-09-25 15:01:00,2,602.51,97
15367,2011-10-13 14:13:00,4,1877.59,79
15368,2011-11-18 14:42:00,1,446.94,43
15370,2011-10-30 10:58:00,7,2335.05,62
15372,2011-07-25 16:39:00,1,2007.40,159
15373,2011-12-01 15:05:00,12,2364.96,30
15374,2011-08-03 09:59:00,1,168.00,150
15376,2011-10-30 15:04:00,3,1215.66,62
15379,2011-06-23 13:13:00,7,3703.29,191
15380,2011-12-01 12:13:00,5,1690.26,30
15381,2011-05-10 11:55:00,2,596.85,235
15382,2011-11-25 10:58:00,6,5955.71,36
15384,2011-06-23 10:57:00,2,642.41,191
15385,2011-10-30 15:11:00,1,316.88,62
15386,2011-06-06 13:47:00,1,394.14,208
15388,2011-03-14 13:53:00,1,140.54,292
15389,2011-06-20 16:18:00,1,500.00,194
15392,2011-12-05 11:01:00,4,1535.53,26
15393,2011-11-23 16:48:00,2,231.86,38
15394,2011-11-30 11:49:00,4,2183.54,31
15395,2011-01-18 12:40:00,1,107.45,347
15396,2011-08-19 10:56:00,1,288.18,134
15397,2011-02-23 09:25:00,1,94.00,311
15398,2011-11-23 16:47:00,2,1345.53,38
15399,2011-12-08 13:04:00,3,815.77,23
15400,2011-09-08 13:57:00,5,716.20,114
15402,2011-07-14 12:17:00,2,626.77,170
15405,2011-06-03 14:44:00,1,349.10,211
15406,2011-11-08 13:22:00,2,507.76,53
15407,2011-11-06 11:55:00,4,1041.25,55
15408,2011-03-20 15:02:00,1,267.18,286
15410,2011-09-16 14:47:00,8,3450.84,106
15411,2011-11-13 15:19:00,4,1345.68,48
15412,2011-06-21 15:24:00,1,190.53,193
15414,2011-11-30 09:50:00,3,774.90,31
15415,2011-01-30 14:13:00,1,549.53,335
15416,2011-10-06 09:38:00,4,3984.32,86
15417,2011-09-15 15:26:00,1,508.80,107
15419,2011-11-15 09:23:00,1,135.86,46
15421,2011-10-12 09:20:00,4,950.36,80
15422,2011-01-20 16:17:00,2,97.70,345
15423,2011-11-01 14:01:00,1,43.50,60
15424,2011-03-30 13:02:00,2,383.34,276
15426,2011-11-20 15:36:00,5,1347.83,41
15427,2011-11-06 14:29:00,3,1394.84,55
15428,2011-11-24 16:54:00,1,93.78,37
15429,2011-11-13 12:28:00,2,390.75,48
15432,2011-11-16 16:30:00,1,171.19,45
15433,2011-05-10 10:45:00,2,533.30,235
15434,2011-12-01 13:33:00,5,1041.48,30
15435,2011-11-17 16:39:00,1,149.29,44
15436,2011-11-27 16:05:00,3,1023.58,34
15437,2011-03-22 13:11:00,1,199.51,284
15438,2011-07-31 14:19:00,1,156.58,153
15440,2011-10-16 12:16:00,3,376.30,76
15442,2011-04-05 12:24:00,1,594.00,270
15443,2011-12-08 10:40:00,7,3081.62,23
15444,2011-11-30 17:37:00,2,1409.51,31
15445,2011-03-20 15:06:00,1,113.50,286
15447,2011-01-13 11:26:00,1,155.17,352
